"rec_id","role","reflink","reference"
748,"general","Isokangas, 1978","Isokangas, Pauli, 1978, Finland, in Bowie, S.H.U., Kvalheim, A., and Haslam, H.W., eds., Mineral deposits of Europe, volume1: Northwest Europe: London, The Institution of Mining and Metallurgy and The Mineralogical Society, p. 39-92."
748,"resource","Neary and Highley, 1984","Neary, C.R., and Highley, D.E., 1984, The economic importance of the rare earth elements, in Henderson, P., ed., Rare earth element geochemistry: New York, Elsevier, Developments in Geochemistry 2, p. 423-466."
748,"general","Neary and Highley, 1984","Neary, C.R., and Highley, D.E., 1984, The economic importance of the rare earth elements, in Henderson, P., ed., Rare earth element geochemistry: New York, Elsevier, Developments in Geochemistry 2, p. 423-466."
748,"general","Roskill, 1988","Roskill Information Services, 1988, The economics of rare earths & yttrium, 1994, seventh edition: London, Roskill Information Services, 359 p. + appendices."
749,"general","Roskill, 1988","Roskill Information Services, 1988, The economics of rare earths & yttrium, 1994, seventh edition: London, Roskill Information Services, 359 p. + appendices."
750,"general","Roskill, 1988","Roskill Information Services, 1988, The economics of rare earths & yttrium, 1994, seventh edition: London, Roskill Information Services, 359 p. + appendices."
751,"general","Roskill, 1988","Roskill Information Services, 1988, The economics of rare earths & yttrium, 1994, seventh edition: London, Roskill Information Services, 359 p. + appendices."
751,"location","Woolley, 1987","Woolley, A.R., 1987, Alkaline rocks and carbonatites of the world; Part 1, North and South America: London, United Kingdom, British Museum of Natural History, 216 p."
751,"general","Woolley, 1987","Woolley, A.R., 1987, Alkaline rocks and carbonatites of the world; Part 1, North and South America: London, United Kingdom, British Museum of Natural History, 216 p."
752,"general","Anstett, 1986","Anstett, T.F., 1986, Availability of rare-earth, yttrium, and related thorium oxides - market economy countries: U.S. Bureau of Mines Information Circular 9111, 19 p."
753,"location","Nokleberg and others, 1997","Nokleberg, W.J., Bundtzen, T.K., Dawson, K.M., Eremin R.A., Goryachev, N.A., Koch R.D., Ratkin, V.V., Rozenblum, I.S., Shpikerman, V.I., Frolov, Y.F., Gorodinsky, M.E., Melnikov, V.D., Diggles, M.F., Ognyanov, N.V., Petrachenko, E.D., Petrachenko, R.I., Pozdeev, A.I., Ross, K.V., Wood, D.H., Grybeck, Donald, Khanchuk, A.I., Kovbas, L.I., Nekrasov, I.Ya., and Sidorov, A.A., 1997, Significant metalliferous and selected non-metalliferous lode deposits and placer districts for the Russian Far East, Alaska, and the Canadian Cordillera: U.S. Geological Survey Open-File Report 96-513-B, 1 CD-ROM."
753,"resource","Nokleberg and others, 1997","Nokleberg, W.J., Bundtzen, T.K., Dawson, K.M., Eremin R.A., Goryachev, N.A., Koch R.D., Ratkin, V.V., Rozenblum, I.S., Shpikerman, V.I., Frolov, Y.F., Gorodinsky, M.E., Melnikov, V.D., Diggles, M.F., Ognyanov, N.V., Petrachenko, E.D., Petrachenko, R.I., Pozdeev, A.I., Ross, K.V., Wood, D.H., Grybeck, Donald, Khanchuk, A.I., Kovbas, L.I., Nekrasov, I.Ya., and Sidorov, A.A., 1997, Significant metalliferous and selected non-metalliferous lode deposits and placer districts for the Russian Far East, Alaska, and the Canadian Cordillera: U.S. Geological Survey Open-File Report 96-513-B, 1 CD-ROM."
753,"general","Nokleberg and others, 1997","Nokleberg, W.J., Bundtzen, T.K., Dawson, K.M., Eremin R.A., Goryachev, N.A., Koch R.D., Ratkin, V.V., Rozenblum, I.S., Shpikerman, V.I., Frolov, Y.F., Gorodinsky, M.E., Melnikov, V.D., Diggles, M.F., Ognyanov, N.V., Petrachenko, E.D., Petrachenko, R.I., Pozdeev, A.I., Ross, K.V., Wood, D.H., Grybeck, Donald, Khanchuk, A.I., Kovbas, L.I., Nekrasov, I.Ya., and Sidorov, A.A., 1997, Significant metalliferous and selected non-metalliferous lode deposits and placer districts for the Russian Far East, Alaska, and the Canadian Cordillera: U.S. Geological Survey Open-File Report 96-513-B, 1 CD-ROM."
754,"location","Jackson and Christiansen, 1993","Jackson, W.D., and Christiansen, Grey, 1993, International strategic minerals inventory summary report-- Rare-earth oxides: U.S. Geological Survey Circular 930-N, 68 p."
754,"resource","Jackson and Christiansen, 1993","Jackson, W.D., and Christiansen, Grey, 1993, International strategic minerals inventory summary report-- Rare-earth oxides: U.S. Geological Survey Circular 930-N, 68 p."
754,"general","Harben and Bates, 1990","Harben, P.W., and Bates, R.L., 1990, Industrial minerals--geology and world deposits: London, Industrial Minerals Division, Metal Bulletin Plc, 312 p."
754,"general","Jackson and Christiansen, 1993","Jackson, W.D., and Christiansen, Grey, 1993, International strategic minerals inventory summary report-- Rare-earth oxides: U.S. Geological Survey Circular 930-N, 68 p."
754,"general","Gier�, 1996","Gier�, R., 1996, Formation of rare earth minerals in hydrothermal systems, in Jones, A.P., Wall, Frances, and Williams, C.T., eds., Rare earth minerals--chemistry, origin and ore deposits: New York, Chapman and Hall, The Mineralogical Society Series 7, p. 105-150."
754,"general","Neary and Highley, 1984","Neary, C.R., and Highley, D.E., 1984, The economic importance of the rare earth elements, in Henderson, P., ed., Rare earth element geochemistry: New York, Elsevier, Developments in Geochemistry 2, p. 423-466."
754,"general","M�ller, 1989a","M�ller, P., 1989a, Rare earth mineral deposits and their industrial importance, in"
755,"location","Fayek and Kyser, 1997","Fayek, Mostafa, and Kyser, T.K., 1997, Characterization of multiple fluid-flow events and rare-earth-element mobility associated with formation of unconformity-type uranium deposits in the Athabasca Basin, Saskatchewan: The Canadian Mineralogist, v. 35, pt. 3, p.627-658."
755,"general","Fayek and Kyser, 1997","Fayek, Mostafa, and Kyser, T.K., 1997, Characterization of multiple fluid-flow events and rare-earth-element mobility associated with formation of unconformity-type uranium deposits in the Athabasca Basin, Saskatchewan: The Canadian Mineralogist, v. 35, pt. 3, p.627-658."
756,"general","Dreissen, 1990","Dreissen, A., 1990, Australiaﾒs resources of industrial minerals and an overview of its industrial minerals industry, in Griffiths, J.B., ed., 9th ﾓIndustrial Mineralsﾔ International Congress: London, Metal Bulletin plc, p. 7-18."
756,"location","Jackson and Christiansen, 1993","Jackson, W.D., and Christiansen, Grey, 1993, International strategic minerals inventory summary report-- Rare-earth oxides: U.S. Geological Survey Circular 930-N, 68 p."
756,"general","Jackson and Christiansen, 1993","Jackson, W.D., and Christiansen, Grey, 1993, International strategic minerals inventory summary report-- Rare-earth oxides: U.S. Geological Survey Circular 930-N, 68 p."
756,"general","M�ller, 1989a","M�ller, P., 1989a, Rare earth mineral deposits and their industrial importance, in"
757,"general","Harben and Kuzvart, 1996","Harben, P.W., and Kuzvart, M., 1996, Industrial minerals - a global geology: London, Industrial Minerals Information Ltd., p. 330-340."
758,"location","U.S. Bureau of Mines, 1991","U.S. Bureau of Mines, 1991, International Strategic Minerals InventoryﾗA regional assessment of selected mineral commodities in subequatorial Africa:"
758,"general","U.S. Bureau of Mines, 1991","U.S. Bureau of Mines, 1991, International Strategic Minerals InventoryﾗA regional assessment of selected mineral commodities in subequatorial Africa:"
759,"general","Wen Lu, 1998","Wen Lu, 1998, Chinese industrial minerals: Worcester Park, United Kingdom, Industrial Minerals Information Ltd., 210 p."
760,"location","Arab Organisation for Mineral Resources, 1987","Arab Organisation for Mineral Resources, 1987, Mineral deposit map of the Arab world-- Explantaory notes and maps: Rabat, Morocco, Arab Organisation for Mineral Resources, 430 p."
760,"general","Arab Organisation for Mineral Resources, 1987","Arab Organisation for Mineral Resources, 1987, Mineral deposit map of the Arab world-- Explantaory notes and maps: Rabat, Morocco, Arab Organisation for Mineral Resources, 430 p."
761,"general","Wen Lu, 1998","Wen Lu, 1998, Chinese industrial minerals: Worcester Park, United Kingdom, Industrial Minerals Information Ltd., 210 p."
762,"general","Shi Zemin and Li Xiaoyu, 1995","Shi Zemin and Li Xiaoyu, 1995, The discovery and significance of the Dalucao rare-earth deposit in Dechang, Sichuan: Acta Geologica Sichuan, v. 15, no. 3, p. 216-218."
763,"general","Wen Lu, 1998","Wen Lu, 1998, Chinese industrial minerals: Worcester Park, United Kingdom, Industrial Minerals Information Ltd., 210 p."
764,"general","de Kun, 1987","de Kun, N., 1987, Mineral economics of Africa: New York, Elsevier, Developments in Economic Geology 22, p. 241-243."
765,"general","King, 1991","King, J.K., 1991, Rare earth elements and yttrium in Wyoming: Geological Survey of Wyoming Mineral Report 91-3, 125 p."
766,"general","Wen Lu, 1998","Wen Lu, 1998, Chinese industrial minerals: Worcester Park, United Kingdom, Industrial Minerals Information Ltd., 210 p."
767,"general","Roskill, 1988","Roskill Information Services, 1988, The economics of rare earths & yttrium, 1994, seventh edition: London, Roskill Information Services, 359 p. + appendices."
768,"general","Roskill, 1988","Roskill Information Services, 1988, The economics of rare earths & yttrium, 1994, seventh edition: London, Roskill Information Services, 359 p. + appendices."
769,"location","Arab Organisation for Mineral Resources, 1987","Arab Organisation for Mineral Resources, 1987, Mineral deposit map of the Arab world-- Explantaory notes and maps: Rabat, Morocco, Arab Organisation for Mineral Resources, 430 p."
769,"general","Arab Organisation for Mineral Resources, 1987","Arab Organisation for Mineral Resources, 1987, Mineral deposit map of the Arab world-- Explantaory notes and maps: Rabat, Morocco, Arab Organisation for Mineral Resources, 430 p."
770,"location","Arab Organisation for Mineral Resources, 1987","Arab Organisation for Mineral Resources, 1987, Mineral deposit map of the Arab world-- Explantaory notes and maps: Rabat, Morocco, Arab Organisation for Mineral Resources, 430 p."
770,"general","Arab Organisation for Mineral Resources, 1987","Arab Organisation for Mineral Resources, 1987, Mineral deposit map of the Arab world-- Explantaory notes and maps: Rabat, Morocco, Arab Organisation for Mineral Resources, 430 p."
771,"location","Arab Organisation for Mineral Resources, 1987","Arab Organisation for Mineral Resources, 1987, Mineral deposit map of the Arab world-- Explantaory notes and maps: Rabat, Morocco, Arab Organisation for Mineral Resources, 430 p."
771,"general","Arab Organisation for Mineral Resources, 1987","Arab Organisation for Mineral Resources, 1987, Mineral deposit map of the Arab world-- Explantaory notes and maps: Rabat, Morocco, Arab Organisation for Mineral Resources, 430 p."
772,"location","Arab Organisation for Mineral Resources, 1987","Arab Organisation for Mineral Resources, 1987, Mineral deposit map of the Arab world-- Explantaory notes and maps: Rabat, Morocco, Arab Organisation for Mineral Resources, 430 p."
772,"general","Arab Organisation for Mineral Resources, 1987","Arab Organisation for Mineral Resources, 1987, Mineral deposit map of the Arab world-- Explantaory notes and maps: Rabat, Morocco, Arab Organisation for Mineral Resources, 430 p."
773,"general","de Kun, 1987","de Kun, N., 1987, Mineral economics of Africa: New York, Elsevier, Developments in Economic Geology 22, p. 241-243."
774,"general","Will and others, 1995","Will, Ray, Anderson, Eric, and Mori, Shojiro, 1995, Rare Earth minerals and products: Chemical Economics Handbook Marketing Research Report."
775,"general","Will and others, 1995","Will, Ray, Anderson, Eric, and Mori, Shojiro, 1995, Rare Earth minerals and products: Chemical Economics Handbook Marketing Research Report."
777,"general","Wen Lu, 1998","Wen Lu, 1998, Chinese industrial minerals: Worcester Park, United Kingdom, Industrial Minerals Information Ltd., 210 p."
778,"general","Wen Lu, 1998","Wen Lu, 1998, Chinese industrial minerals: Worcester Park, United Kingdom, Industrial Minerals Information Ltd., 210 p."
779,"general","Wen Lu, 1998","Wen Lu, 1998, Chinese industrial minerals: Worcester Park, United Kingdom, Industrial Minerals Information Ltd., 210 p."
780,"general","Wen Lu, 1998","Wen Lu, 1998, Chinese industrial minerals: Worcester Park, United Kingdom, Industrial Minerals Information Ltd., 210 p."
781,"general","ESCAP, 1989","Economic and Social Commission for Asia and the Pacific, 1989, Sri Lanka: New York, United Nations, Atlas of Mineral Resources of the ESCAP Region, v. 5, 45 p."
782,"general","Gier�, 1996","Gier�, R., 1996, Formation of rare earth minerals in hydrothermal systems, in Jones, A.P., Wall, Frances, and Williams, C.T., eds., Rare earth minerals--chemistry, origin and ore deposits: New York, Chapman and Hall, The Mineralogical Society Series 7, p. 105-150."
783,"general","Roskill, 1988","Roskill Information Services, 1988, The economics of rare earths & yttrium, 1994, seventh edition: London, Roskill Information Services, 359 p. + appendices."
784,"general","Ministerio de Minas e Hidrocarburos, 1959","Ministerio de Minas e Hidrocarburos, 1959, Mapa geologico y de recursos minerales del Estado Bolivar: Republica de Venezuela Ministerio de Minas e Hidrocarburos, escala 1:1,000,000."
785,"general","Wen Lu, 1998","Wen Lu, 1998, Chinese industrial minerals: Worcester Park, United Kingdom, Industrial Minerals Information Ltd., 210 p."
